match,group,is_participating,start,end,content
22,0,yes,99424,106103,"22
FAMILY  Hypocreaceae, Order Hypocreales, Class Sordariomycetes, Phylum Ascomycota
LATIN NAME(S)  Hypomyces lactifluorum  (Schwein.: Fr.) Tul.^  Ann. Sci. Nat. Bot. Ser. IV. 13: 11. 1860;  = Hypomyces insignis  Berk. & M.A. Curtis;  = Hypomyces purpureus  Peck
ENGLISH NAME(S)  lobster mushroom, orange mushroom pimple
NOTES  Also listed in Crust category with other Hypomyces spp. Features include 1) bright orange to deep reddish color and smoothly pimpled surface, 2) growth on distorted Russula brevipes (and other Russula and Lactarius spp.) whose gills are often reduced to blunt ridges, and 3) spores 30-50 x 4.5-8 microns, 2-celled, warted, apiculate.^ No anamorph is found in nature, (Poldmaa). RANGE Hypomyces lactifluorum is reported from BC (Redhead(5) and common on BC foray lists). It is found throughout North America (Phillips), NS, MB, in majority of states in all 6 regions of US, including specifically IA, MI, NC, PA, Mexico, and Guatemala, (Poldmaa), known only from North America: WA, OR, ID, MB, NB, NS, ON, PE, PQ, AL, AZ, CO, CT, DE, FL, GA, IA, IL, IN, KS, KY, MA, MD, ME, MI, MO, MS, NC, ND, NH, NJ, NM, NY, OH, PA, RI, SC, TN, TX, VA, VT, WI, WV, Guatemala, Mexico, (Rogerson).
CHEMICAL REACTIONS  
CAP  ""a layer of roughened or pimpled, bright orange to orange-red to purple-red or occasionally yellow-orange tissue which is firm to the touch""; overall shape of mushroom and parasite ""often like an inverted pyramid"", (Arora), subiculum ""pale yellowish orange to bright orange, in age becoming deep red, reddish purple to very dark purple, occasionally fading to pink""; perithecia ""deep orange to reddish purple, usually darker than the surrounding subiculum, immersed except for papilla, KOH+"", (Rogerson), subiculum ""profuse, light to deep orange or reddish orange, red to purple when old"", turning purple in KOH, texture hyphal; perithecia orange to lobster-colored or brownish cherry red, ""caespitose, immersed in the subiculum except the papilla"", turning purple with KOH, (Poldmaa), white at first, becoming orange as it matures, (McKnight)
FLESH  flesh (of host) crisp, white^, (Arora)
UNDERSIDE  The gills of host Russula or Lactarius are eventually reduced to vein-like ridges, and covered with the parasitic layer as described under cap.
STEM  Some stem structure of the Russula or Lactarius is often maintained and covered with the parasitic layer as described under cap.
ODOR  
TASTE  
EDIBILITY  The edibility [of firm specimens] often rated highly, although there is no absolute assurance that the host species is edible, (Arora), reportedly edible, but some experience intestinal upset: probably best avoided since the host fungus cannot be identified accurately, (McKnight)
HABITAT  usually on the fruiting bodies of Lactarius and Russula (especially Russula brevipes), whose gills are often reduced to blunt ridges, (Arora), usually covering the aborted cap, stem, and deformed gills of host, (Rogerson), formed all over the host's gills and stem, sometimes also in small patches on cap; hosts belonging to Russulales: Lactarius spp., Russula spp., (Poldmaa), fruits July to October (Lincoff), found on Lactarius torminosus, and also next to Lactarius volemus, (Schalkwijk-Barendsen), other known hosts include Lactarius piperatus, L. deceptivus, and L. vellereus, (McKnight)
SPORE DEPOSIT  
MICROSCOPIC  spores 30-50 x 4.5-8 microns, ""spindle-shaped or shaped like caraway seeds"", colorless, warted, 1-septate^, (Arora), spores 35-40 x 4.5-7 microns, fusiform, prominently verrucose and apiculate (verrucae 1-1.5 micron high, apiculi 4.5-7.5 microns long, acute, straight or curved), 2-celled, septum median; ascus 200-260 x 5-10 microns, long cylindric, ""apex thickened and with a pore""; perithecium 400-600 x 200-450 microns, immersed except for papilla, KOH+, ""papilla averaging 120 microns high, 120 microns wide"", perithecial wall 25-30 microns wide laterally, cells 7-15 microns long, about 5 microns wide, fusoid, walls 1.5 micron thick, nonpigmented, perithecial apex composed ""of circular to elliptic cells tending to be arranged in files and with long axis parallel to long axis of perithecium"", 5-15 x 3-7 microns, walls 1.5 micron thick, cells around the ostiolar opening 3-5 microns wide, clavate, ostiolar canal periphysate; subicular hyphae ""3-5 microns wide, septate, much branched, branching very irregular, often at right angles, densely compacted but remaining filamentous, smooth"", occasionally some cells swollen to 10 microns wide, KOH+ purple, (Rogerson), spores 35-45 x 5-8 microns, ""fusiform, with one side sometimes flattened"", verrucose (""verrucae low and confluent with each other, 1-1.5 microns high""), ends apiculate (apiculi 4.5-7.5 5m long, with acute tips), 1-septate (septum median); ascus 200-260 x 6-10 microns, ""with apex thickened, penetrated by a pore""; perithecia ""caespitose, immersed in the subiculum except the papilla"", 400-600 x 250-450 microns, ""KOH reaction with the whole perithecium turning purple, reaction in the perithecial wall usually much weaker (or sometimes lacking) than in the papilla"", perithecial wall 25-30 microns wide, perithecial papillae 120-220 microns high, 120-200 microns wide at base, 80-120 5m wide at top, tip obtuse, ""of pseudoparenchymatous texture, with cells in divergent files, becoming narrower toward the ostiolar canal and more rounded towards the outer surface"", cells at the surface 6-13 microns in diameter; subicular hyphae 3.5-8 microns wide, loosely interwoven to densely compacted, cells not swollen or occasionally swollen; anamorph in nature not observed; thick-walled cells absent, (Poldmaa)
NAME ORIGIN  refers to the flow of milk (Schalkwijk-Barendsen)
SIMILAR  Other Hypomyces species are found in the Crust category. Of these, Hypomyces luteovirens, H. lateritius, H. ochraceus, and H. rosellus also grow on Russula or Lactarius species, and at least the first two may cause the spore-bearing surface of the agaric to appear vein-like. Hypomyces macrosporus Seaver (found in WA, AL, CT, MD, NY, OH, SC, WV, Mexico) is distinguishable from Hypomyces lactifluorum only by color (subiculum white to buff, perithecia buff to yellowish amber) and negative reaction to KOH and may be merely an albino form of this species: orange specimens of H. lactifluorum have been found mixed with specimens that were variously white, white with orange streaks and orange-red with white streaks, but only the reddish streaks of the whitish form became purple in KOH, (Rogerson). 
SOURCES  Poldmaa(2), Rogerson(3), Lincoff(2)*, Arora(1)*, Phillips(1)*, Miller(14)*, Schalkwijk-Barendsen(1)*, McKnight(1)*, Trudell(4)*, Sept(1)*, Redhead(5), AroraPocket*
"
22,1,yes,99424,99427,22

22,2,yes,99427,99433,FAMILY
22,3,yes,99434,99509," Hypocreaceae, Order Hypocreales, Class Sordariomycetes, Phylum Ascomycota
"
22,4,yes,99509,99522,LATIN NAME(S)
22,5,yes,99523,99687, Hypomyces lactifluorum  (Schwein.: Fr.) Tul.^  Ann. Sci. Nat. Bot. Ser. IV. 13: 11. 1860;  = Hypomyces insignis  Berk. & M.A. Curtis;  = Hypomyces purpureus  Peck

22,6,yes,99687,99702,ENGLISH NAME(S)
22,7,yes,99703,99745," lobster mushroom, orange mushroom pimple
"
22,8,yes,99745,99750,NOTES
22,9,yes,99751,100632," Also listed in Crust category with other Hypomyces spp. Features include 1) bright orange to deep reddish color and smoothly pimpled surface, 2) growth on distorted Russula brevipes (and other Russula and Lactarius spp.) whose gills are often reduced to blunt ridges, and 3) spores 30-50 x 4.5-8 microns, 2-celled, warted, apiculate.^ No anamorph is found in nature, (Poldmaa). RANGE Hypomyces lactifluorum is reported from BC (Redhead(5) and common on BC foray lists). It is found throughout North America (Phillips), NS, MB, in majority of states in all 6 regions of US, including specifically IA, MI, NC, PA, Mexico, and Guatemala, (Poldmaa), known only from North America: WA, OR, ID, MB, NB, NS, ON, PE, PQ, AL, AZ, CO, CT, DE, FL, GA, IA, IL, IN, KS, KY, MA, MD, ME, MI, MO, MS, NC, ND, NH, NJ, NM, NY, OH, PA, RI, SC, TN, TX, VA, VT, WI, WV, Guatemala, Mexico, (Rogerson).
"
22,10,yes,100632,100650,CHEMICAL REACTIONS
22,11,yes,100651,100653, 

22,12,yes,100653,100656,CAP
22,13,yes,100657,101502," ""a layer of roughened or pimpled, bright orange to orange-red to purple-red or occasionally yellow-orange tissue which is firm to the touch""; overall shape of mushroom and parasite ""often like an inverted pyramid"", (Arora), subiculum ""pale yellowish orange to bright orange, in age becoming deep red, reddish purple to very dark purple, occasionally fading to pink""; perithecia ""deep orange to reddish purple, usually darker than the surrounding subiculum, immersed except for papilla, KOH+"", (Rogerson), subiculum ""profuse, light to deep orange or reddish orange, red to purple when old"", turning purple in KOH, texture hyphal; perithecia orange to lobster-colored or brownish cherry red, ""caespitose, immersed in the subiculum except the papilla"", turning purple with KOH, (Poldmaa), white at first, becoming orange as it matures, (McKnight)
"
22,14,yes,101502,101507,FLESH
22,15,yes,101508,101548," flesh (of host) crisp, white^, (Arora)
"
22,16,yes,101548,101557,UNDERSIDE
22,17,yes,101558,101703," The gills of host Russula or Lactarius are eventually reduced to vein-like ridges, and covered with the parasitic layer as described under cap.
"
22,18,yes,101703,101707,STEM
22,19,no,-1,-1,
22,20,no,-1,-1,
22,21,yes,101708,101838, Some stem structure of the Russula or Lactarius is often maintained and covered with the parasitic layer as described under cap.

22,22,yes,101838,101842,ODOR
22,23,yes,101843,101845, 

22,24,yes,101845,101850,TASTE
22,25,yes,101851,101853, 

22,26,yes,101853,101862,EDIBILITY
22,27,yes,101862,102145,"  The edibility [of firm specimens] often rated highly, although there is no absolute assurance that the host species is edible, (Arora), reportedly edible, but some experience intestinal upset: probably best avoided since the host fungus cannot be identified accurately, (McKnight)
"
22,28,yes,102145,102152,HABITAT
22,29,yes,102153,102748," usually on the fruiting bodies of Lactarius and Russula (especially Russula brevipes), whose gills are often reduced to blunt ridges, (Arora), usually covering the aborted cap, stem, and deformed gills of host, (Rogerson), formed all over the host's gills and stem, sometimes also in small patches on cap; hosts belonging to Russulales: Lactarius spp., Russula spp., (Poldmaa), fruits July to October (Lincoff), found on Lactarius torminosus, and also next to Lactarius volemus, (Schalkwijk-Barendsen), other known hosts include Lactarius piperatus, L. deceptivus, and L. vellereus, (McKnight)
"
22,30,yes,102748,102761,SPORE DEPOSIT
22,31,yes,102761,102764,  

22,32,yes,102764,102775,MICROSCOPIC
22,33,yes,102776,105056," spores 30-50 x 4.5-8 microns, ""spindle-shaped or shaped like caraway seeds"", colorless, warted, 1-septate^, (Arora), spores 35-40 x 4.5-7 microns, fusiform, prominently verrucose and apiculate (verrucae 1-1.5 micron high, apiculi 4.5-7.5 microns long, acute, straight or curved), 2-celled, septum median; ascus 200-260 x 5-10 microns, long cylindric, ""apex thickened and with a pore""; perithecium 400-600 x 200-450 microns, immersed except for papilla, KOH+, ""papilla averaging 120 microns high, 120 microns wide"", perithecial wall 25-30 microns wide laterally, cells 7-15 microns long, about 5 microns wide, fusoid, walls 1.5 micron thick, nonpigmented, perithecial apex composed ""of circular to elliptic cells tending to be arranged in files and with long axis parallel to long axis of perithecium"", 5-15 x 3-7 microns, walls 1.5 micron thick, cells around the ostiolar opening 3-5 microns wide, clavate, ostiolar canal periphysate; subicular hyphae ""3-5 microns wide, septate, much branched, branching very irregular, often at right angles, densely compacted but remaining filamentous, smooth"", occasionally some cells swollen to 10 microns wide, KOH+ purple, (Rogerson), spores 35-45 x 5-8 microns, ""fusiform, with one side sometimes flattened"", verrucose (""verrucae low and confluent with each other, 1-1.5 microns high""), ends apiculate (apiculi 4.5-7.5 5m long, with acute tips), 1-septate (septum median); ascus 200-260 x 6-10 microns, ""with apex thickened, penetrated by a pore""; perithecia ""caespitose, immersed in the subiculum except the papilla"", 400-600 x 250-450 microns, ""KOH reaction with the whole perithecium turning purple, reaction in the perithecial wall usually much weaker (or sometimes lacking) than in the papilla"", perithecial wall 25-30 microns wide, perithecial papillae 120-220 microns high, 120-200 microns wide at base, 80-120 5m wide at top, tip obtuse, ""of pseudoparenchymatous texture, with cells in divergent files, becoming narrower toward the ostiolar canal and more rounded towards the outer surface"", cells at the surface 6-13 microns in diameter; subicular hyphae 3.5-8 microns wide, loosely interwoven to densely compacted, cells not swollen or occasionally swollen; anamorph in nature not observed; thick-walled cells absent, (Poldmaa)
"
22,34,yes,105056,105067,NAME ORIGIN
22,35,yes,105068,105119, refers to the flow of milk (Schalkwijk-Barendsen)

22,36,yes,105119,105126,SIMILAR
22,37,yes,105127,105930," Other Hypomyces species are found in the Crust category. Of these, Hypomyces luteovirens, H. lateritius, H. ochraceus, and H. rosellus also grow on Russula or Lactarius species, and at least the first two may cause the spore-bearing surface of the agaric to appear vein-like. Hypomyces macrosporus Seaver (found in WA, AL, CT, MD, NY, OH, SC, WV, Mexico) is distinguishable from Hypomyces lactifluorum only by color (subiculum white to buff, perithecia buff to yellowish amber) and negative reaction to KOH and may be merely an albino form of this species: orange specimens of H. lactifluorum have been found mixed with specimens that were variously white, white with orange streaks and orange-red with white streaks, but only the reddish streaks of the whitish form became purple in KOH, (Rogerson). 
"
22,38,yes,105930,105937,SOURCES
22,39,yes,105937,106103,"  Poldmaa(2), Rogerson(3), Lincoff(2)*, Arora(1)*, Phillips(1)*, Miller(14)*, Schalkwijk-Barendsen(1)*, McKnight(1)*, Trudell(4)*, Sept(1)*, Redhead(5), AroraPocket*
"
23,0,yes,106103,111568,"23
FAMILY  Omphalotaceae, Order Agaricales, Class Agaricomycetes, Phylum Basidiomycota
LATIN NAME(S)  Marasmiellus filopes  (Peck) Redhead^  Fungi Canadenses 179. Agric. Can. Ottawa. 1980;  == Marasmius filopes  Peck;  = Marasmius thujinus  Peck;  = Marasmius piceina  Kauffman
ENGLISH NAME(S)  
NOTES  Also listed in Gilled category. Marasmiellus filopes is recognized by its minute pinkish buff or pale brownish gray cap, its pallid pruinose stem insititious on needles of conifers, mild garlic or cauliflower odor, and lack of rhizomorphs. It also has diverticulate cortical hyphae on the stem.^ RANGE Collections were examined from BC, ID, AB, NB, NF, ON, PE, PQ, MI, NY, and UT, (Redhead(6)). It was also found in CA (Desjardin).
CHEMICAL REACTIONS  
CAP  0.05-0.25cm, convex, often subumbonate [somewhat umbonate]; ""at times nearly white, fawn centrally to vinaceous buff on expanded portions in others""; dry, dull, opaque, often radially furrowed, obscurely powdered at times^, (Redhead(34)), 0.1-0.25cm, convex, somewhat umbonate or rarely with a small papilla; 'grayish orange' or 'brownish gray', margin colored as disc when young, fading to 'pale pinkish buff' or buff when old; bald or minutely granulose, dull, opaque, subrugulose [somewhat finely wrinkled] on disc, margin striate or sulcate [grooved], (Desjardin)
FLESH  thin, membranous; colored as cap^, (Redhead(34)), thin; buff or brownish gray, (Desjardin)
UNDERSIDE  gills ""adnate, at times ascending, subdistant to distant"", occasionally somewhat fold-like, subgills absent or in 1 tier; colored as cap or paler^, (Redhead(34)), adnate to adnexed, distant, 1 tier of subgills, broad, not forked or interveined; pinkish buff, (Desjardin)
STEM  0.5-1.5cm x 0.01-0.02cm, thread-like, insititious, somewhat wiry; buff to nearly white, usually slightly darker basally; bald in upper part, sparsely minutely fibrillose basally^, (Redhead(34)), 0.5-1.3cm x 0.02-0.05cm, thread-like, equal, round in cross-section, insititious, wiry but not bristle-like; buff or pinkish buff at top, 'pale brownish gray' at base, no rhizomorphs but rhizomorph like sterile stems abundant; minutely pruinose overall, (Desjardin)
ODOR  of cauliflower when crushed while fresh, indistinct in revived material, (Redhead(34)), mildly alliaceous (garlicky), (Desjardin)
TASTE  not distinctive (Redhead(34)), mildly alliaceous (garlicky), (Desjardin)
EDIBILITY  
HABITAT  ""in troops often numbering hundreds or thousands on coniferous needle beds"" with each individual fruiting body on single needles of Abies balsamea, A. amabilis, Pinus contorta, P. strobus, or Picea spp.^, (Redhead(34)), densely gregarious, in troops on needles of Tsuga (hemlock), Picea (spruce), or Abies (fir), in mixed coniferous forests above 2000 meters, (Desjardin for California)
SPORE DEPOSIT  white^ (Redhead(34))
MICROSCOPIC  spores 8.4-11 x 3-4 microns, narrowly to broadly elliptic to obscurely fusoid [spindle-shaped] or pip-shaped, smooth, inamyloid, colorless, thin-walled, with prominent apiculus^; basidia 4-spored, scarcely projecting when mature, 20-30 x 3-4 microns, clavate, colorless; cheilocystidia scattered, often rare, 15-20 microns long, obscurely clavate to Y-shaped, densely diverticulate apically, similar to some pileipellis elements; gill trama: hyphae similar to those of the cap trama with a core of densely interwoven hyphae centrally and especially towards the cap trama areas, subhymenium interwoven; pileipellis a tangled mat of suberect to repent hyphal ends, hyphae 3-5 microns wide, densely diverticulate, clamped, colorless, inamyloid; cap trama: duplex, hyphae in the upper part 2.7-5 microns wide, loosely interwoven, non-inflated, ""thin-walled, clamped, incrusted in broad vague spirals or bands or patches, often tinted brownish near septa"", hyphae in the lower part 2.7-3.5 microns wide, subparallel, compacted, colorless, smooth; caulopellis: hyphae 1.5-3.5 microns wide, mostly parallel, filamentous, colorless to pale brownish on basal parts, ""densely diverticulated on exposed faces, at the base occasionally somewhat arched, projecting, more irregularly branched and more diverticulate"", stem trama: hyphae 3.5-7.5 microns wide, parallel, broadly cylindric, thin-walled, smooth, colorless, clamped, inamyloid, (Redhead(34)), spores 6.6-9 x 3-4.2 microns, elliptic, almond-shaped, or tear-shaped; basidia 4-spored, 24-33 x 6-7.8 microns, elongate-clavate; pleurocystidia absent, cheilocystidia scattered, 16-24 x 4.8-7.2 microns, cylindric, clavate, or irregular in outline, rarely bifid, diverticulate, colorless, inamyloid, thin-walled, diverticula ""numerous, subapical and apical, short, rod-like or irregular""; cap cuticle a continuous Rameales structure, hyphae 3-9 microns wide, ""interwoven, repent or erect, irregularly cylindric, lobed, often branched, diverticulate"", colorless or ochraceous, ""incrusted or unevenly thickened, inamyloid, thin-walled"", diverticula 1.2-6 x 1.2-3.3 microns, numerous, wart-like or rod-like, rarely branched; tramal hyphae inamyloid; cortical hyphae of stem repent, densely diverticulate, hyaline or pale yellowish brown, inamyloid, diverticula 1.2-3.6 x 1.2-1.8 microns, arranged along exposed side of the hyphae, caulocystidia absent, (Desjardin)
NAME ORIGIN  means 'thread stem'
SIMILAR  Marasmius spp. with garlic odor have larger caps and different habitats. See also SIMILAR section of Marasmius epiphyllus.
SOURCES  Redhead(34), Desjardin(1)*, Redhead(6)
"
